user	app	cate	location	time_bin
11	1339	0	3849	6764
11	1109	0	3849	6765
11	1573	17	3849	6773
11	1573	17	3849	6786
11	2	4	3043	6797
11	2	4	3043	6798
11	2	4	3043	6799
11	1573	17	3849	6803
11	1573	17	3849	6816
11	2	4	3043	6821
11	1109	0	3849	6828
11	1847	17	3849	6829
11	202	4	3043	6985
11	398	4	3043	6984
11	522	4	3043	6995
11	202	4	3043	6997
11	77	4	3043	6999
11	77	4	3043	7026
11	1573	17	9508	7047
11	1314	0	9508	7053
11	1109	0	9508	7055
11	1573	17	9508	7058
11	77	4	3043	7059
11	339	17	9508	7064
11	1573	17	9508	7077
11	1573	17	9508	7094
11	1573	17	9598	7107
11	291	17	9598	7124
11	1573	17	9598	7128
11	1681	17	9598	7129
11	1223	0	9598	7135
11	1573	17	9598	7136
11	164	0	9598	7137
11	636	4	9598	7138
11	1	4	9598	7141
11	1	4	9598	7142
11	1	4	9598	7143
11	1730	4	9598	7140
11	1	4	9598	7147
11	291	17	9598	7154
11	242	0	3043	7182
11	46	0	9508	7392
11	1045	0	9508	7393
11	2	4	1776	7593
11	1315	0	1776	7594
11	74	0	1776	7595
11	325	0	9508	7694
11	1109	0	9508	7737
11	1109	0	9508	7738
11	1109	0	9508	7742
11	1109	0	9508	7748
11	1109	0	9508	7749
11	79	9	9508	7796
11	116	9	9598	7897
11	138	9	9598	7898
11	351	9	9598	7909
11	271	9	9598	7910
11	70	5	9598	7911
11	70	5	506	7983
11	1581	0	506	7986
11	255	5	506	8013
11	70	5	9508	8107
11	79	9	9508	8153
11	2	4	1776	8178
11	2	4	1776	8179
11	2	4	1776	8181
11	243	4	1776	8182
11	2	4	1776	8183
11	252	4	1776	8184
11	1317	4	1776	8185
11	2	4	1776	8186
11	2	4	1776	8187
11	1246	0	1776	8188
11	716	0	1776	8189
11	1405	0	1776	8190
11	716	0	1776	8191
11	1405	0	1776	8192
11	1405	0	1776	8193
11	1878	0	1776	8194
11	576	0	1776	8195
11	1405	0	1776	8196
11	77	4	1776	8202
11	1405	0	1776	8204
11	79	9	9508	8209
11	1405	0	1776	8222
11	1490	4	9508	8251
11	1733	9	9508	8252
11	2	4	9508	8281
11	202	4	9508	8282
11	2	4	9508	8283
11	77	4	9508	8284
11	376	4	9508	8286
11	376	4	9508	8287
11	1420	4	9508	8288
11	256	4	9508	8289
11	376	4	9508	8290
11	2	4	9508	8291
11	2	4	9508	8294
11	2	4	9508	8295
11	2	4	9508	8296
11	572	4	9508	8297
11	1490	4	9508	8301
11	1723	4	9508	8298
11	2	4	9508	8300
11	2	4	9508	8302
11	2	4	9508	8303
11	2	4	9508	8304
11	1721	4	9508	8306
11	2	4	9508	8307
11	368	4	9508	8310
11	2	4	9508	8311
11	937	4	9508	8317
11	2	4	9508	8318
11	2	4	9508	8319
11	77	4	9508	8321
11	2	4	9508	8324
11	255	5	9508	8328
11	1515	3	9508	8330
11	1515	3	9508	8331
11	19	3	9508	8332
11	12	3	9508	8333
11	12	3	9508	8334
11	12	3	9508	8335
11	53	3	9508	8336
11	318	3	9508	8337
11	1800	3	9508	8339
11	19	3	9508	8340
11	1321	3	9508	8341
11	808	3	9508	8342
11	19	3	9508	8343
11	21	3	9508	8344
11	1515	3	9508	8345
11	19	3	9508	8346
11	19	3	9508	8347
11	976	3	9508	8348
11	19	3	9508	8349
11	104	3	9508	8350
11	12	3	9508	8351
11	12	3	9508	8352
11	647	0	9508	8353
11	1876	0	9508	8354
11	335	3	9508	8355
11	647	0	9508	8356
11	12	3	9508	8357
11	19	3	9508	8358
11	465	3	9508	8359
11	791	15	9508	8360
11	1326	3	9508	8361
11	19	3	9508	8366
11	19	3	9508	8367
11	12	3	9508	8369
11	2	4	9508	8370
11	2	4	9508	8371
11	2	4	9508	8372
11	77	4	9508	8373
11	2	4	9508	8374
11	2	4	9508	8375
11	2	4	9508	8376
11	1232	4	9508	8377
11	2	4	9508	8378
11	369	4	9508	8379
11	2	4	9508	8380
11	2	4	9508	8381
11	2	4	9508	8383
11	816	4	9508	8384
11	2	4	9508	8385
11	2	4	9508	8382
11	2	4	9508	8386
11	2	4	9508	8387
11	2	4	9508	8389
11	2	4	9508	8390
11	816	4	9508	8391
11	235	4	9508	8388
11	2	4	9508	8392
11	2	4	9508	8393
11	223	4	9508	8395
11	2	4	9508	8396
11	2	4	9508	8397
11	2	4	9508	8394
11	763	4	9508	8398
11	2	4	9508	8399
11	905	4	9508	8400
11	2	4	9508	8401
11	2	4	9508	8403
11	2	4	9508	8402
11	2	4	9508	8412
11	77	4	9508	8414
11	325	0	9508	8624
121	1736	13	9088	37
121	9	13	8345	45
121	64	0	8345	47
121	1011	0	1336	4376
121	1	4	1336	4375
121	9	13	1336	4377
121	64	0	1336	4382
121	68	0	1336	4402
121	9	13	1336	4538
121	9	13	1336	4539
121	9	13	1336	4540
121	9	13	1336	4541
121	942	0	1336	4550
121	1045	0	1336	4551
121	317	0	1336	4556
121	593	0	1336	4564
121	1514	0	1336	4572
121	1791	0	1336	4603
121	68	0	1336	4629
121	64	0	1336	4716
121	64	0	1336	4724
121	64	0	3092	4893
121	51	0	2364	5582
121	1011	0	2365	5661
121	1011	0	2365	5702
121	47	0	2365	5707
121	1155	0	2365	5713
121	1831	0	2365	5763
121	1425	3	2365	5766
121	19	3	2365	5767
121	64	0	2365	5786
121	19	3	2365	5789
121	19	3	2365	5790
121	19	3	2365	5791
121	51	0	2365	5792
121	1394	0	2365	5795
121	1155	0	2365	5809
121	1011	0	2365	5810
121	52	0	3092	5830
121	47	0	3092	5832
121	1751	4	1336	5884
121	1447	0	1336	5923
121	64	0	1336	5925
121	725	0	1336	5955
121	725	0	1336	5956
121	1521	0	1336	5958
121	64	0	1812	5961
121	874	0	1587	5979
121	263	0	1336	6248
121	64	0	1336	6250
121	9	13	1336	6362
121	9	13	1336	6363
121	434	13	1336	6360
121	896	13	1336	6361
121	9	13	1336	6364
121	896	13	1336	6368
121	9	13	1336	6370
121	9	13	1336	6372
121	8	13	1336	6373
121	1073	13	1336	6375
121	1456	13	1336	6376
121	1525	13	1336	6377
121	9	13	1336	6378
121	115	13	1336	6379
121	9	13	1336	6380
121	64	0	1336	6393
121	574	0	1336	6445
121	64	0	1336	6447
121	9	13	1336	6451
121	548	13	1336	6452
121	9	13	1336	6453
121	9	13	1336	6450
121	9	13	1336	6454
121	577	13	1336	6455
121	68	0	1336	6479
121	64	0	3092	6735
121	64	0	3092	6849
121	725	0	3092	6891
121	725	0	3092	6888
121	725	0	3092	6889
121	725	0	3092	6893
121	725	0	3092	6894
121	725	0	3092	6895
121	1	4	2365	8383
13	72	0	668	22
13	2	4	1867	49
13	1880	4	1867	53
13	2	4	1867	56
13	2	4	1867	55
13	371	4	1867	61
13	77	4	1867	76
13	1	4	1809	236
13	1	4	1809	237
13	375	4	1809	239
13	72	0	2100	1182
13	1193	2	2100	1245
13	469	2	2100	1246
13	1753	2	2100	1248
13	30	2	2100	1249
13	674	2	2100	1250
13	30	2	2100	1252
13	30	2	2100	1255
13	842	2	2100	1254
13	30	2	2100	1257
13	30	2	2100	1261
13	30	2	2100	1260
13	1542	2	2100	1263
13	469	2	2100	1340
13	30	2	2100	1423
13	986	2	2100	1430
13	986	2	2100	1431
13	30	2	2100	1434
13	469	2	2100	1435
13	1590	0	2100	1436
13	30	2	2100	1478
13	30	2	2100	1483
13	755	2	2100	1484
13	30	2	2100	1485
13	1694	2	2100	1482
13	30	2	2100	1487
13	30	2	2100	1488
13	30	2	2100	1490
13	30	2	2100	1491
13	30	2	2100	1492
13	1753	2	2100	1493
13	72	0	668	1605
13	1086	0	668	1802
13	72	0	668	2245
13	907	0	668	2388
13	60	0	1180	2597
13	1540	0	1180	2598
13	46	0	1180	2599
13	1	4	1180	2601
13	1	4	1180	2606
13	1	4	1180	2609
13	1704	4	1180	2612
13	31	8	1180	2613
13	1	4	1180	2611
13	1	4	1180	2615
13	1	4	1180	2616
13	1	4	1180	2617
13	855	4	1180	2618
13	1	4	1180	2620
13	1	4	1180	2622
13	1	4	1180	2627
13	1	4	1180	2629
13	1	4	1180	2630
13	1	4	1180	2636
13	1526	4	1180	2635
13	77	4	1180	2637
13	2	4	1180	2638
13	2	4	1180	2640
13	2	4	1180	2647
13	2	4	1180	2648
13	1594	4	1180	2649
13	2	4	1180	2651
13	2	4	1180	2652
13	243	4	1180	2653
13	2	4	1180	2655
13	36	4	1180	2660
13	500	4	1180	2661
13	1844	4	1180	2666
13	2	4	1180	2665
13	2	4	1180	2667
13	2	4	1180	2672
13	376	4	1180	2673
13	2	4	1180	2674
13	2	4	1180	2679
13	2	4	1180	2680
13	369	4	1180	2685
13	1491	4	1180	2686
13	2	4	1180	2691
13	2	4	1180	2692
13	2	4	1180	2697
13	2	4	1180	2695
13	235	4	1180	2698
13	572	4	1180	2700
13	2	4	1180	2701
13	1491	4	1180	2702
13	2	4	1180	2703
13	2	4	1180	2704
13	448	4	1180	2705
13	2	4	1180	2709
13	2	4	1180	2706
13	2	4	1180	2707
13	2	4	1180	2708
13	2	4	1180	2710
13	377	4	1180	2711
13	2	4	1180	2712
13	2	4	1180	2713
13	2	4	1180	2715
13	2	4	1180	2716
13	2	4	1180	2718
13	2	4	1180	2719
13	2	4	1180	2720
13	669	4	1180	2721
13	2	4	1180	2723
13	2	4	1180	2724
13	2	4	1180	2726
13	2	4	1180	2727
13	2	4	1180	2725
13	572	4	1180	2728
13	2	4	1180	2730
13	2	4	1180	2731
13	2	4	1180	2733
13	2	4	1180	2734
13	1721	4	1180	2736
13	358	4	1180	2739
13	1	4	1180	2737
13	609	0	1180	2744
13	29	9	1180	2745
13	1549	0	1180	2742
13	29	9	1180	2743
13	353	9	1180	2746
13	246	9	1180	2747
13	34	0	1180	2748
13	613	9	1180	2749
13	116	9	1180	2750
13	29	9	1180	2751
13	29	9	1180	2752
13	34	0	1180	2753
13	1757	9	1180	2754
13	29	9	1180	2755
13	29	9	1180	2756
13	777	9	1180	2757
13	29	9	1180	2758
13	29	9	1180	2759
13	29	9	1180	2761
13	34	0	1180	2763
13	444	9	1180	2760
13	34	0	1180	2766
13	29	9	1180	2769
13	832	0	668	3162
13	72	0	1180	3262
13	8	13	1180	3305
13	298	13	1180	3306
13	29	9	1180	3307
13	34	0	1180	3308
13	29	9	1180	3309
13	34	0	1180	3312
13	34	0	1180	3313
13	34	0	1180	3315
13	34	0	1180	3314
13	29	9	1180	3316
13	34	0	1180	3317
13	29	9	1180	3318
13	34	0	1180	3319
13	79	9	1180	3320
13	652	9	1180	3321
13	34	0	1180	3323
13	1084	9	1180	3324
13	34	0	1180	3326
13	34	0	1180	3327
13	530	0	1180	3325
13	76	9	1180	3328
13	76	9	1180	3330
13	777	9	1180	3331
13	1318	9	1180	3332
13	29	9	1180	3333
13	29	9	1180	3335
13	29	9	1180	3336
13	239	9	1180	3337
13	34	0	1180	3338
13	29	9	1180	3339
13	799	9	1180	3340
13	76	9	1180	3341
13	1292	0	1180	3343
13	33	9	1180	3351
13	72	0	668	3357
13	991	0	1809	3490
13	1	4	1809	3492
13	877	0	1809	3493
13	1	4	1809	3494
13	991	0	1809	3495
13	1	4	1809	3499
13	991	0	1809	3506
13	121	4	1809	3508
13	1	4	1809	3509
13	235	4	1809	3510
13	1	4	1809	3522
13	1595	4	1809	3528
13	1	4	1809	3534
13	1070	0	9737	3535
13	77	4	9737	3536
13	235	4	9737	3537
13	1	4	9737	3549
13	974	9	668	3554
13	1721	4	9737	3555
13	1	4	9737	3556
13	1	4	9737	3559
13	461	4	9737	3558
13	1	4	9737	3562
13	430	4	9737	3568
13	72	0	1180	3582
13	1	4	9737	3585
13	613	9	9737	3596
13	413	9	9737	3597
13	72	0	4628	3598
13	79	9	9737	3600
13	90	0	1811	3620
13	60	0	668	3679
13	1	4	668	3681
13	1	4	668	3678
13	370	4	668	3684
13	1	4	668	3685
13	997	0	668	3687
13	1	4	668	3686
13	1121	0	668	3693
13	1	4	668	3692
13	36	4	668	3699
13	60	0	668	3696
13	1	4	668	3708
13	1	4	668	3709
13	689	4	668	3711
13	1	4	668	3712
13	1704	4	2100	3716
13	1967	4	2100	3723
13	1	4	9350	3727
13	1	4	2100	3733
13	174	4	2100	3735
13	1	4	2100	3732
13	358	4	2100	3734
13	1	4	2100	3736
13	23	4	2100	3737
13	430	4	2100	3738
13	1983	4	2100	3739
13	2	4	2100	3740
13	2	4	2100	3741
13	512	4	2100	3742
13	77	4	2100	3743
13	252	4	2100	3744
13	77	4	2100	3745
13	461	4	2100	3746
13	77	4	2100	3747
13	412	8	2100	3748
13	1434	0	2100	3752
13	74	0	2100	3753
13	80	0	9350	3801
13	731	0	9350	3806
13	725	0	9350	3808
13	189	0	9350	3812
13	189	0	9350	3810
13	344	0	9350	3813
13	189	0	9350	3818
13	189	0	9350	3819
13	1447	0	9350	3825
13	597	9	9350	3826
13	79	9	9350	3827
13	79	9	9350	3835
13	79	9	9737	3861
13	1	4	4481	3883
13	1595	4	4481	3884
13	252	4	4481	3885
13	1	4	4481	3886
13	363	4	4481	3887
13	1	4	1809	3906
13	1	4	1809	3910
13	1	4	1809	3914
13	1	4	1809	3913
13	568	4	1809	3916
13	1913	0	1809	3938
13	72	0	9737	3957
13	267	0	668	3978
13	842	2	668	3983
13	1151	2	668	3984
13	30	2	668	3985
13	1	4	1809	3986
13	30	2	668	3987
13	30	2	668	3988
13	1806	2	668	3989
13	30	2	668	3990
13	1956	2	668	3991
13	30	2	668	3993
13	30	2	668	3994
13	30	2	668	3995
13	30	2	668	3996
13	30	2	668	3997
13	30	2	668	3998
13	30	2	668	4002
13	30	2	668	4003
13	30	2	668	4004
13	1973	2	668	4005
13	30	2	668	4006
13	30	2	668	4010
13	30	2	668	4011
13	568	4	9737	4009
13	30	2	668	4012
13	30	2	668	4013
13	30	2	2100	4017
13	497	2	2100	4014
13	1687	2	2100	4015
13	30	2	2100	4020
13	30	2	2100	4021
13	469	2	2100	4023
13	30	2	2100	4022
13	30	2	2100	4024
13	244	2	2100	4025
13	1694	2	2100	4026
13	244	2	2100	4027
13	244	2	2100	4028
13	126	9	9737	4029
13	244	2	2100	4034
13	244	2	2100	4035
13	30	2	2100	4032
13	30	2	2100	4033
13	30	2	2100	4036
13	706	2	2100	4038
13	30	2	2100	4039
13	30	2	2100	4040
13	1734	2	2100	4041
13	30	2	2100	4042
13	30	2	2100	4043
13	30	2	2100	4045
13	30	2	2100	4047
13	1734	2	2100	4044
13	30	2	2100	4046
13	30	2	2100	4048
13	30	2	2100	4050
13	30	2	2100	4053
13	244	2	2100	4051
13	1151	2	2100	4052
13	30	2	2100	4055
13	30	2	2100	4056
13	30	2	2100	4057
13	98	2	2100	4058
13	30	2	2100	4059
13	30	2	2100	4060
13	30	2	2100	4061
13	30	2	2100	4062
13	202	4	9737	4063
13	1566	2	2100	4065
13	2	4	9737	4064
13	30	2	2100	4066
13	2	4	9737	4067
13	669	4	9737	4068
13	30	2	2100	4069
13	706	2	2100	4070
13	986	2	2100	4071
13	2	4	9737	4072
13	30	2	2100	4073
13	30	2	2100	4076
13	187	2	2100	4077
13	30	2	2100	4074
13	929	4	9737	4075
13	1956	2	2100	4078
13	30	2	2100	4079
13	30	2	2100	4080
13	1381	2	2100	4081
13	1067	2	2100	4082
13	358	4	9737	4083
13	2	4	9737	4084
13	1694	2	2100	4085
13	2	4	9737	4086
13	2	4	9737	4087
13	2	4	9737	4088
13	406	2	2100	4089
13	2	4	9737	4091
13	30	2	2100	4092
13	30	2	2100	4095
13	2	4	9737	4093
13	762	4	9737	4094
13	2	4	9737	4096
13	2	4	9737	4097
13	77	4	9737	4098
13	1598	4	9737	4099
13	30	2	2100	4100
13	2	4	9737	4101
13	1594	4	9737	4104
13	77	4	9737	4105
13	2	4	9737	4111
13	2	4	9737	4112
13	986	2	2100	4113
13	2	4	9737	4117
13	2	4	9737	4119
13	2	4	9737	4120
13	1232	4	9737	4121
13	77	4	9737	4122
13	1598	4	9737	4124
13	934	0	2100	4125
13	2	4	9737	4130
13	30	2	2100	4128
13	2	4	9737	4131
13	469	2	2100	4132
13	30	2	2100	4133
13	30	2	2100	4134
